 [0, 0]  0, 0, TileType.START  
             [20, 6]  20, 6, TileType.GRASS  
             [20, 7]  20, 7, TileType.GRASS  
             [20, 8]  20, 8, TileType.WATER  
             [20, 9]  20, 9, TileType.WATER  
             [20, 10]  20, 10, TileType.WATER  
             [20, 11]  20, 11, TileType.WATER  
             [20, 12]  20, 12, TileType.WATER  
             [20, 13]  20, 13, TileType.WATER  
             [20, 14]  20, 14, TileType.WATER  
             [20, 15]  20, 15, TileType.WATER  
             [20, 16]  20, 16, TileType.WATER  
             [20, 17]  20, 17, TileType.WATER  
             [20, 18]  20, 18, TileType.WATER  
             [20, 19]  20, 19, TileType.GRASS  
             [20, 20]  20, 20, TileType.GRASS  
             [20, 21]  20, 21, TileType.GRASS  
             [20, 22]  20, 22, TileType.ROCK  
             [20, 23]  20, 23, TileType.ROCK  
             [20, 24]  20, 24, TileType.GRASS  
             [20, 25]  20, 25, TileType.GRASS  
             [20, 26]  20, 26, TileType.GRASS  
             [20, 27]  20, 27, TileType.ROCK  
             [20, 28]  20, 28, TileType.ROCK  
             [20, 29]  20, 29, TileType.GRASS  

            // X = 21
             [21, 0]  21, 0, TileType.GRASS  
             [21, 1]  21, 1, TileType.GRASS  
             [21, 2]  21, 2, TileType.GRASS  
             [21, 3]  21, 3, TileType.GRASS  
             [21, 4]  21, 4, TileType.GRASS  
             [21, 5]  21, 5, TileType.GRASS  
             [21, 6]  21, 6, TileType.GRASS  
             [21, 7]  21, 7, TileType.GRASS  
             [21, 8]  21, 8, TileType.ROCK  
             [21, 9]  21, 9, TileType.WATER  
             [21, 10]  21, 10, TileType.WATER  
             [21, 11]  21, 11, TileType.WATER  
             [21, 12]  21, 12, TileType.WATER  
             [21, 13]  21, 13, TileType.WATER  
             [21, 14]  21, 14, TileType.WATER  
             [21, 15]  21, 15, TileType.WATER  
             [21, 16]  21, 16, TileType.WATER  
             [21, 17]  21, 17, TileType.WATER  
             [21, 18]  21, 18, TileType.GRASS  
             [21, 19]  21, 19, TileType.GRASS  
             [21, 20]  21, 20, TileType.GRASS  
             [21, 21]  21, 21, TileType.GRASS  
             [21, 22]  21, 22, TileType.ROCK  
             [21, 23]  21, 23, TileType.GRASS  
             [21, 24]  21, 24, TileType.GRASS  
             [21, 25]  21, 25, TileType.GRASS  
             [21, 26]  21, 26, TileType.GRASS  
             [21, 27]  21, 27, TileType.ROCK  
             [21, 28]  21, 28, TileType.ROCK  
             [21, 29]  21, 29, TileType.GRASS  

            // X = 22
             [22, 0]  22, 0, TileType.GRASS  
             [22, 1]  22, 1, TileType.GRASS  
             [22, 2]  22, 2, TileType.GRASS  
             [22, 3]  22, 3, TileType.GRASS  
             [22, 4]  22, 4, TileType.GRASS  
             [22, 5]  22, 5, TileType.GRASS  
             [22, 6]  22, 6, TileType.GRASS  
             [22, 7]  22, 7, TileType.ROCK  
             [22, 8]  22, 8, TileType.ROCK  
             [22, 9]  22, 9, TileType.ROCK  
             [22, 10]  22, 10, TileType.WATER  
             [22, 11]  22, 11, TileType.WATER  
             [22, 12]  22, 12, TileType.WATER  
             [22, 13]  22, 13, TileType.WATER  
             [22, 14]  22, 14, TileType.WATER  
             [22, 15]  22, 15, TileType.WATER  
             [22, 16]  22, 16, TileType.WATER  
             [22, 17]  22, 17, TileType.WATER  
             [22, 18]  22, 18, TileType.GRASS  
             [22, 19]  22, 19, TileType.GRASS  
             [22, 20]  22, 20, TileType.GRASS  
             [22, 21]  22, 21, TileType.GRASS  
             [22, 22]  22, 22, TileType.GRASS  
             [22, 23]  22, 23, TileType.GRASS  
             [22, 24]  22, 24, TileType.GRASS  
             [22, 25]  22, 25, TileType.ROCK  
             [22, 26]  22, 26, TileType.ROCK  
             [22, 27]  22, 27, TileType.ROCK  
             [22, 28]  22, 28, TileType.ROCK  
             [22, 29]  22, 29, TileType.GRASS  

            // X = 23
             [23, 0]  23, 0, TileType.GRASS  
             [23, 1]  23, 1, TileType.GRASS  
             [23, 2]  23, 2, TileType.ROCK  
             [23, 3]  23, 3, TileType.ROCK  
             [23, 4]  23, 4, TileType.GRASS  
             [23, 5]  23, 5, TileType.GRASS  
             [23, 6]  23, 6, TileType.GRASS  
             [23, 7]  23, 7, TileType.ROCK  
             [23, 8]  23, 8, TileType.ROCK  
             [23, 9]  23, 9, TileType.ROCK  
             [23, 10]  23, 10, TileType.ROCK  
             [23, 11]  23, 11, TileType.ROCK  
             [23, 12]  23, 12, TileType.GRASS  
             [23, 13]  23, 13, TileType.GRASS  
             [23, 14]  23, 14, TileType.WATER  
             [23, 15]  23, 15, TileType.WATER  
             [23, 16]  23, 16, TileType.WATER  
             [23, 17]  23, 17, TileType.GRASS  
             [23, 18]  23, 18, TileType.GRASS  
             [23, 19]  23, 19, TileType.GRASS  
             [23, 20]  23, 20, TileType.GRASS  
             [23, 21]  23, 21, TileType.GRASS  
             [23, 22]  23, 22, TileType.GRASS  
             [23, 23]  23, 23, TileType.GRASS  
             [23, 24]  23, 24, TileType.GRASS  
             [23, 25]  23, 25, TileType.GRASS  
             [23, 26]  23, 26, TileType.ROCK  
             [23, 27]  23, 27, TileType.ROCK  
             [23, 28]  23, 28, TileType.GRASS  
             [23, 29]  23, 29, TileType.GRASS  

            // X = 24
             [24, 0]  24, 0, TileType.GRASS  
             [24, 1]  24, 1, TileType.GRASS  
             [24, 2]  24, 2, TileType.ROCK  
             [24, 3]  24, 3, TileType.ROCK  
             [24, 4]  24, 4, TileType.ROCK  
             [24, 5]  24, 5, TileType.GRASS  
             [24, 6]  24, 6, TileType.GRASS  
             [24, 7]  24, 7, TileType.GRASS  
             [24, 8]  24, 8, TileType.ROCK  
             [24, 9]  24, 9, TileType.ROCK  
             [24, 10]  24, 10, TileType.ROCK  
             [24, 11]  24, 11, TileType.ROCK  
             [24, 12]  24, 12, TileType.ROCK  
             [24, 13]  24, 13, TileType.GRASS  
             [24, 14]  24, 14, TileType.GRASS  
             [24, 15]  24, 15, TileType.GRASS  
             [24, 16]  24, 16, TileType.GRASS  
             [24, 17]  24, 17, TileType.GRASS  
             [24, 18]  24, 18, TileType.GRASS  
             [24, 19]  24, 19, TileType.GRASS  
             [24, 20]  24, 20, TileType.GRASS  
             [24, 21]  24, 21, TileType.GRASS  
             [24, 22]  24, 22, TileType.GRASS  
             [24, 23]  24, 23, TileType.GRASS  
             [24, 24]  24, 24, TileType.ROCK  
             [24, 25]  24, 25, TileType.GRASS  
             [24, 26]  24, 26, TileType.GRASS  
             [24, 27]  24, 27, TileType.GRASS  
             [24, 28]  24, 28, TileType.GRASS  
             [24, 29]  24, 29, TileType.GRASS  

            // X = 25
             [25, 0]  25, 0, TileType.GRASS  
             [25, 1]  25, 1, TileType.GRASS  
             [25, 2]  25, 2, TileType.ROCK  
             [25, 3]  25, 3, TileType.ROCK  
             [25, 4]  25, 4, TileType.ROCK  
             [25, 5]  25, 5, TileType.ROCK  
             [25, 6]  25, 6, TileType.GRASS  
             [25, 7]  25, 7, TileType.GRASS  
             [25, 8]  25, 8, TileType.GRASS  
             [25, 9]  25, 9, TileType.GRASS  
             [25, 10]  25, 10, TileType.GRASS  
             [25, 11]  25, 11, TileType.ROCK  
             [25, 12]  25, 12, TileType.ROCK  
             [25, 13]  25, 13, TileType.GRASS  
             [25, 14]  25, 14, TileType.GRASS  
             [25, 15]  25, 15, TileType.GRASS  
             [25, 16]  25, 16, TileType.GRASS  
             [25, 17]  25, 17, TileType.GRASS  
             [25, 18]  25, 18, TileType.GRASS  
             [25, 19]  25, 19, TileType.GRASS  
             [25, 20]  25, 20, TileType.GRASS  
             [25, 21]  25, 21, TileType.GRASS  
             [25, 22]  25, 22, TileType.GRASS  
             [25, 23]  25, 23, TileType.GRASS  
             [25, 24]  25, 24, TileType.ROCK  
             [25, 25]  25, 25, TileType.GRASS  
             [25, 26]  25, 26, TileType.GRASS  
             [25, 27]  25, 27, TileType.GRASS  
             [25, 28]  25, 28, TileType.ROCK  
             [25, 29]  25, 29, TileType.GRASS  

            // X = 26
             [26, 0]  26, 0, TileType.GRASS  
             [26, 1]  26, 1, TileType.GRASS  
             [26, 2]  26, 2, TileType.GRASS  
             [26, 3]  26, 3, TileType.GRASS  
             [26, 4]  26, 4, TileType.GRASS  
             [26, 5]  26, 5, TileType.GRASS  
             [26, 6]  26, 6, TileType.GRASS  
             [26, 7]  26, 7, TileType.GRASS  
             [26, 8]  26, 8, TileType.GRASS  
             [26, 9]  26, 9, TileType.GRASS  
             [26, 10]  26, 10, TileType.GRASS  
             [26, 11]  26, 11, TileType.ROCK  
             [26, 12]  26, 12, TileType.ROCK  
             [26, 13]  26, 13, TileType.GRASS  
             [26, 14]  26, 14, TileType.GRASS  
             [26, 15]  26, 15, TileType.ROCK  
             [26, 16]  26, 16, TileType.ROCK  
             [26, 17]  26, 17, TileType.ROCK  
             [26, 18]  26, 18, TileType.ROCK  
             [26, 19]  26, 19, TileType.ROCK  
             [26, 20]  26, 20, TileType.GRASS  
             [26, 21]  26, 21, TileType.GRASS  
             [26, 22]  26, 22, TileType.GRASS  
             [26, 23]  26, 23, TileType.GRASS  
             [26, 24]  26, 24, TileType.ROCK  
             [26, 25]  26, 25, TileType.ROCK  
             [26, 26]  26, 26, TileType.GRASS  
             [26, 27]  26, 27, TileType.GRASS  
             [26, 28]  26, 28, TileType.ROCK  
             [26, 29]  26, 29, TileType.GRASS  

            // X = 27
             [27, 0]  27, 0, TileType.GRASS  
             [27, 1]  27, 1, TileType.GRASS  
             [27, 2]  27, 2, TileType.ROCK  
             [27, 3]  27, 3, TileType.GRASS  
             [27, 4]  27, 4, TileType.GRASS  
             [27, 5]  27, 5, TileType.GRASS  
             [27, 6]  27, 6, TileType.GRASS  
             [27, 7]  27, 7, TileType.GRASS  
             [27, 8]  27, 8, TileType.GRASS  
             [27, 9]  27, 9, TileType.GRASS  
             [27, 10]  27, 10, TileType.GRASS  
             [27, 11]  27, 11, TileType.GRASS  
             [27, 12]  27, 12, TileType.ROCK  
             [27, 13]  27, 13, TileType.GRASS  
             [27, 14]  27, 14, TileType.GRASS  
             [27, 15]  27, 15, TileType.GRASS  
             [27, 16]  27, 16, TileType.ROCK  
             [27, 17]  27, 17, TileType.ROCK  
             [27, 18]  27, 18, TileType.ROCK  
             [27, 19]  27, 19, TileType.ROCK  
             [27, 20]  27, 20, TileType.ROCK  
             [27, 21]  27, 21, TileType.ROCK  
             [27, 22]  27, 22, TileType.GRASS  
             [27, 23]  27, 23, TileType.GRASS  
             [27, 24]  27, 24, TileType.GRASS  
             [27, 25]  27, 25, TileType.ROCK  
             [27, 26]  27, 26, TileType.ROCK  
             [27, 27]  27, 27, TileType.ROCK  
             [27, 28]  27, 28, TileType.ROCK  
             [27, 29]  27, 29, TileType.GRASS  

            // X = 28
             [28, 0]  28, 0, TileType.GRASS  
             [28, 1]  28, 1, TileType.GRASS  
             [28, 2]  28, 2, TileType.ROCK  
             [28, 3]  28, 3, TileType.ROCK  
             [28, 4]  28, 4, TileType.ROCK  
             [28, 5]  28, 5, TileType.ROCK  
             [28, 6]  28, 6, TileType.GRASS  
             [28, 7]  28, 7, TileType.GRASS  
             [28, 8]  28, 8, TileType.GRASS  
             [28, 9]  28, 9, TileType.GRASS  
             [28, 10]  28, 10, TileType.GRASS  
             [28, 11]  28, 11, TileType.GRASS  
             [28, 12]  28, 12, TileType.GRASS  
             [28, 13]  28, 13, TileType.GRASS  
             [28, 14]  28, 14, TileType.GRASS  
             [28, 15]  28, 15, TileType.GRASS  
             [28, 16]  28, 16, TileType.GRASS  
             [28, 17]  28, 17, TileType.GRASS  
             [28, 18]  28, 18, TileType.GRASS  
             [28, 19]  28, 19, TileType.GRASS  
             [28, 20]  28, 20, TileType.ROCK  
             [28, 21]  28, 21, TileType.ROCK  
             [28, 22]  28, 22, TileType.ROCK  
             [28, 23]  28, 23, TileType.GRASS  
             [28, 24]  28, 24, TileType.GRASS  
             [28, 25]  28, 25, TileType.GRASS  
             [28, 26]  28, 26, TileType.GRASS  
             [28, 27]  28, 27, TileType.GRASS  
             [28, 28]  28, 28, TileType.GRASS  
             [28, 29]  28, 29, TileType.GRASS  

            // X = 29
             [29, 0]  29, 0, TileType.GRASS  
             [29, 1]  29, 1, TileType.GRASS  
             [29, 2]  29, 2, TileType.ROCK  
             [29, 3]  29, 3, TileType.ROCK  
             [29, 4]  29, 4, TileType.ROCK  
             [29, 5]  29, 5, TileType.ROCK  
             [29, 6]  29, 6, TileType.ROCK  
             [29, 7]  29, 7, TileType.GRASS  
             [29, 8]  29, 8, TileType.GRASS  
             [29, 9]  29, 9, TileType.GRASS  
             [29, 10]  29, 10, TileType.GRASS  
             [29, 11]  29, 11, TileType.GRASS  
             [29, 12]  29, 12, TileType.GRASS  
             [29, 13]  29, 13, TileType.GRASS  
             [29, 14]  29, 14, TileType.GRASS  
             [29, 15]  29, 15, TileType.GRASS  
             [29, 16]  29, 16, TileType.GRASS  
             [29, 17]  29, 17, TileType.GRASS  
             [29, 18]  29, 18, TileType.GRASS  
             [29, 19]  29, 19, TileType.GRASS  
             [29, 20]  29, 20, TileType.GRASS  
             [29, 21]  29, 21, TileType.ROCK  
             [29, 22]  29, 22, TileType.ROCK  
             [29, 23]  29, 23, TileType.ROCK  
             [29, 24]  29, 24, TileType.GRASS  
             [29, 25]  29, 25, TileType.GRASS  
             [29, 26]  29, 26, TileType.GRASS  
             [29, 27]  29, 27, TileType.GRASS  
             [29, 28]  29, 28, TileType.GRASS  
             [29, 29]  29, 29, TileType.SAFEZONE  
